amount,time_of_day,location_risk,transaction_type
27.95,11,0.339,PURCHASE
1811.68,17,0.417,PAYMENT
1160.71,11,0.259,PURCHASE
89.14,7,0.417,WITHDRAWAL
1091.33,17,0.173,TRANSFER
132.78,21,0.154,PURCHASE
10.87,22,0.191,PAYMENT
213.25,9,0.144,PURCHASE
6.21,14,0.054,TRANSFER
122.83,8,0.074,PAYMENT
81.73,9,0.253,PAYMENT
14.15,8,0.073,WITHDRAWAL
120.32,13,0.109,PAYMENT
370.7,17,0.605,WITHDRAWAL
96.09,8,0.466,TRANSFER
4.14,14,0.312,PURCHASE
17.37,15,0.292,WITHDRAWAL
4.45,15,0.169,TRANSFER
637.88,11,0.172,TRANSFER
176.19,12,0.249,PAYMENT
209.26,11,0.145,PURCHASE
204.6,11,0.213,PAYMENT
85.96,7,0.31,PAYMENT
85.27,8,0.126,PAYMENT
17.28,14,0.088,WITHDRAWAL
31.73,12,0.125,PAYMENT
23.44,8,0.281,PURCHASE
82.76,12,0.093,WITHDRAWAL
41.37,10,0.149,PAYMENT
24.99,17,0.619,PURCHASE
53.88,22,0.177,PAYMENT
113.53,9,0.375,TRANSFER
19.38,15,0.065,PURCHASE
27.73,18,0.109,WITHDRAWAL
121.72,7,0.477,TRANSFER
16.67,9,0.212,PURCHASE
40.31,13,0.398,WITHDRAWAL
179.94,7,0.288,TRANSFER
242.07,8,0.211,PAYMENT
176.0,15,0.118,PURCHASE
612.25,22,0.474,TRANSFER
37.78,18,0.234,PURCHASE
492.75,12,0.731,TRANSFER
1038.51,12,0.302,WITHDRAWAL
67.56,7,0.106,PAYMENT
4.68,8,0.328,PURCHASE
12.77,7,0.156,TRANSFER
139.84,17,0.328,PURCHASE
90.74,9,0.222,WITHDRAWAL
19.28,13,0.208,WITHDRAWAL
6.23,16,0.109,PAYMENT
32.96,17,0.473,PAYMENT
11.65,19,0.13,WITHDRAWAL
18.12,7,0.339,PURCHASE
81.26,7,0.354,PAYMENT
1271.15,12,0.348,TRANSFER
432.26,18,0.356,TRANSFER
386.72,14,0.582,PURCHASE
38.89,14,0.57,WITHDRAWAL
108.59,15,0.165,WITHDRAWAL
85.83,18,0.707,PAYMENT
2.83,11,0.078,WITHDRAWAL
205.92,16,0.288,PAYMENT
86.23,11,0.269,PURCHASE
109.43,14,0.68,PURCHASE
38.77,21,0.353,PAYMENT
196.95,10,0.232,WITHDRAWAL
135.8,18,0.13,WITHDRAWAL
60.52,13,0.521,PURCHASE
8.85,12,0.139,WITHDRAWAL
481.74,13,0.235,TRANSFER
588.67,7,0.428,PAYMENT
31.9,16,0.357,TRANSFER
110.66,21,0.273,WITHDRAWAL
21.29,15,0.445,PAYMENT
34.27,20,0.179,PURCHASE
143.17,17,0.078,PURCHASE
171.38,14,0.336,TRANSFER
495.31,16,0.738,TRANSFER
28.87,15,0.347,PURCHASE
27.75,18,0.581,WITHDRAWAL
227.74,17,0.445,PURCHASE
52.73,12,0.552,TRANSFER
26.32,19,0.235,TRANSFER
4.63,16,0.063,PURCHASE
896.64,10,0.11,PURCHASE
138.01,12,0.29,PURCHASE
2594.17,16,0.258,WITHDRAWAL
155.67,17,0.412,WITHDRAWAL
4.18,17,0.594,PAYMENT
47.15,9,0.533,TRANSFER
56.31,11,0.129,PURCHASE
17.97,14,0.18,PURCHASE
14.49,20,0.169,WITHDRAWAL
583.19,10,0.239,WITHDRAWAL
48.63,7,0.099,PAYMENT
77.17,18,0.415,WITHDRAWAL
5.5,11,0.333,WITHDRAWAL
10.76,15,0.447,TRANSFER
51.78,8,0.149,PAYMENT
24.18,9,0.365,WITHDRAWAL
17.1,8,0.074,PAYMENT
57.51,14,0.121,TRANSFER
23.64,11,0.409,WITHDRAWAL
55.25,13,0.537,TRANSFER
62.71,17,0.171,TRANSFER
61.58,19,0.527,PAYMENT
179.94,16,0.441,TRANSFER
35.4,7,0.683,WITHDRAWAL
297.74,22,0.386,TRANSFER
108.86,7,0.529,PURCHASE
80.29,8,0.196,PURCHASE
2.57,7,0.268,TRANSFER
77.35,11,0.123,PURCHASE
8.69,16,0.501,PURCHASE
75.61,17,0.285,PURCHASE
40.82,10,0.236,WITHDRAWAL
136.64,8,0.288,WITHDRAWAL
70.37,16,0.276,TRANSFER
2544.89,16,0.297,TRANSFER
21.6,17,0.556,PURCHASE
18.98,9,0.233,PAYMENT
3.07,16,0.092,TRANSFER
59.33,12,0.084,WITHDRAWAL
76.47,15,0.366,TRANSFER
39.52,17,0.027,PURCHASE
57.12,17,0.529,PURCHASE
29.76,22,0.228,WITHDRAWAL
23.51,13,0.437,PURCHASE
233.26,11,0.204,TRANSFER
5.84,8,0.54,WITHDRAWAL
131.24,8,0.144,PAYMENT
67.37,15,0.408,TRANSFER
371.29,12,0.374,PAYMENT
111.85,12,0.07,PAYMENT
290.64,17,0.185,TRANSFER
4.61,22,0.37,PURCHASE
26.04,16,0.418,TRANSFER
103.41,22,0.292,TRANSFER
77.1,11,0.144,PURCHASE
30.39,7,0.561,TRANSFER
56.34,17,0.299,TRANSFER
36.17,13,0.143,PAYMENT
52.87,17,0.284,WITHDRAWAL
68.91,14,0.18,TRANSFER
56.82,17,0.147,PURCHASE
80.45,21,0.301,WITHDRAWAL
341.53,22,0.119,PURCHASE
129.63,13,0.39,PURCHASE
175.35,9,0.274,WITHDRAWAL
30.42,18,0.491,PAYMENT
7.74,22,0.201,PURCHASE
107.21,14,0.101,PAYMENT
22.88,16,0.15,TRANSFER
4.14,14,0.222,PAYMENT
44.04,16,0.446,PURCHASE
2.9,17,0.074,WITHDRAWAL
201.69,14,0.463,PURCHASE
47.51,15,0.126,WITHDRAWAL
44.94,7,0.137,PURCHASE
130.61,17,0.341,PAYMENT
18.85,13,0.2,PURCHASE
111.23,17,0.256,TRANSFER
171.73,11,0.355,TRANSFER
30.29,10,0.345,PURCHASE
24.58,22,0.344,PURCHASE
225.91,14,0.537,WITHDRAWAL
95.92,19,0.402,PAYMENT
390.62,16,0.099,PURCHASE
137.56,20,0.101,WITHDRAWAL
135.62,15,0.34,PURCHASE
231.62,16,0.143,WITHDRAWAL
5.83,8,0.374,TRANSFER
58.75,12,0.512,PAYMENT
36.79,14,0.155,PURCHASE
16.66,15,0.225,PAYMENT
59.51,16,0.188,WITHDRAWAL
396.5,7,0.008,TRANSFER
184.12,16,0.064,TRANSFER
102.75,15,0.478,PAYMENT
35.59,8,0.126,WITHDRAWAL
60.11,12,0.509,WITHDRAWAL
442.51,22,0.433,PURCHASE
0.85,8,0.134,PAYMENT
4.15,8,0.413,TRANSFER
298.75,9,0.046,TRANSFER
411.94,8,0.503,WITHDRAWAL
29.86,15,0.575,WITHDRAWAL
5.21,11,0.097,WITHDRAWAL
18.92,9,0.256,TRANSFER
84.14,8,0.33,WITHDRAWAL
47.11,8,0.606,WITHDRAWAL
69.27,11,0.407,WITHDRAWAL
1557.91,18,0.262,PURCHASE
9.94,21,0.188,TRANSFER
25.46,18,0.427,PAYMENT
213.92,14,0.544,PAYMENT
30.47,16,0.216,PURCHASE
164.27,15,0.048,PURCHASE
248.06,7,0.211,TRANSFER
247.1,8,0.101,PURCHASE
5.98,12,0.194,PURCHASE
173.68,17,0.279,WITHDRAWAL
184.36,17,0.611,WITHDRAWAL
101.76,21,0.495,PAYMENT
100.24,10,0.328,PURCHASE
2.49,17,0.22,TRANSFER
10.09,13,0.033,PAYMENT
4.7,10,0.174,PURCHASE
12.03,9,0.146,WITHDRAWAL
415.12,10,0.155,PURCHASE
47.98,11,0.227,WITHDRAWAL
103.56,16,0.337,TRANSFER
317.69,10,0.217,PURCHASE
123.36,20,0.456,TRANSFER
672.77,9,0.322,PAYMENT
16.72,15,0.233,WITHDRAWAL
118.96,15,0.314,PURCHASE
164.02,14,0.045,PAYMENT
75.63,8,0.466,WITHDRAWAL
4.31,21,0.525,WITHDRAWAL
81.55,16,0.355,PAYMENT
262.95,17,0.229,TRANSFER
66.38,15,0.286,WITHDRAWAL
137.64,17,0.188,WITHDRAWAL
1.31,7,0.071,WITHDRAWAL
9.75,21,0.321,WITHDRAWAL
10.37,12,0.382,WITHDRAWAL
45.35,16,0.311,WITHDRAWAL
202.93,16,0.281,PURCHASE
6.75,12,0.218,WITHDRAWAL
63.73,19,0.333,WITHDRAWAL
126.74,20,0.058,TRANSFER
292.15,12,0.03,PURCHASE
229.49,10,0.393,TRANSFER
44.77,12,0.22,WITHDRAWAL
15.45,16,0.39,TRANSFER
10.99,14,0.511,PURCHASE
134.92,11,0.644,PAYMENT
1671.79,12,0.543,WITHDRAWAL
84.12,17,0.187,PAYMENT
33.54,7,0.171,PURCHASE
89.73,8,0.192,WITHDRAWAL
47.42,20,0.383,TRANSFER
387.43,15,0.268,TRANSFER
504.05,13,0.286,PURCHASE
25.77,13,0.204,PURCHASE
222.66,20,0.199,WITHDRAWAL
21.98,12,0.225,PAYMENT
131.63,15,0.289,PURCHASE
1287.52,7,0.723,PAYMENT
38.27,7,0.253,WITHDRAWAL
14.58,7,0.615,TRANSFER
775.83,11,0.247,TRANSFER
348.04,16,0.414,PAYMENT
28.09,18,0.265,WITHDRAWAL
310.64,20,0.396,TRANSFER
1051.48,16,0.872,WITHDRAWAL
49.32,19,0.18,PAYMENT
326.17,10,0.388,WITHDRAWAL
982.3,19,0.549,PURCHASE
115.82,21,0.103,TRANSFER
11.35,11,0.093,PURCHASE
41.46,7,0.24,PAYMENT
35.34,9,0.449,WITHDRAWAL
36.4,14,0.525,PURCHASE
76.86,17,0.68,WITHDRAWAL
134.86,9,0.088,PAYMENT
131.37,13,0.455,WITHDRAWAL
101.01,14,0.544,PURCHASE
31.32,12,0.299,WITHDRAWAL
112.5,19,0.105,TRANSFER
460.11,17,0.203,PAYMENT
13.01,9,0.326,TRANSFER
13.19,17,0.515,TRANSFER
77.43,13,0.458,WITHDRAWAL
83.19,18,0.229,WITHDRAWAL
101.9,11,0.389,WITHDRAWAL
1175.81,14,0.5,WITHDRAWAL
9.7,12,0.151,PURCHASE
25.42,21,0.113,PAYMENT
8.68,13,0.437,WITHDRAWAL
4.59,10,0.263,WITHDRAWAL
37.75,7,0.098,WITHDRAWAL
30.55,16,0.525,PAYMENT
32.41,9,0.375,WITHDRAWAL
1134.75,17,0.234,WITHDRAWAL
190.96,12,0.372,PURCHASE
45.87,15,0.202,PAYMENT
21.78,20,0.366,PURCHASE
150.86,21,0.321,PURCHASE
163.32,16,0.352,TRANSFER
68.59,17,0.485,PAYMENT
91.31,9,0.092,WITHDRAWAL
9.68,21,0.334,PURCHASE
0.88,16,0.239,TRANSFER
135.71,9,0.069,PAYMENT
2.48,15,0.481,TRANSFER
403.18,14,0.224,PURCHASE
20.79,13,0.185,PAYMENT
78.04,9,0.757,TRANSFER
100.64,16,0.557,PURCHASE
4.76,11,0.547,WITHDRAWAL
31.03,19,0.387,PURCHASE
688.59,16,0.295,PURCHASE
25.59,22,0.251,WITHDRAWAL
4.79,10,0.409,PURCHASE
103.88,16,0.261,TRANSFER
58.95,16,0.27,TRANSFER
30.69,20,0.455,WITHDRAWAL
23.5,17,0.07,TRANSFER
120.98,12,0.074,TRANSFER
33.98,7,0.547,PURCHASE
79.98,7,0.222,PAYMENT
8.62,13,0.249,PAYMENT
61.78,14,0.202,WITHDRAWAL
183.9,12,0.045,PURCHASE
360.87,11,0.223,TRANSFER
21.63,17,0.086,PAYMENT
59.89,18,0.155,WITHDRAWAL
73.6,9,0.474,TRANSFER
158.61,10,0.261,WITHDRAWAL
264.99,8,0.089,PURCHASE
409.29,12,0.224,PAYMENT
383.83,16,0.219,WITHDRAWAL
2412.95,17,0.217,PAYMENT
39.92,10,0.447,PURCHASE
21.44,9,0.316,TRANSFER
28.02,9,0.044,PAYMENT
153.33,15,0.303,TRANSFER
26.17,17,0.049,PAYMENT
156.8,9,0.219,PAYMENT
38.24,21,0.163,PAYMENT
95.16,15,0.436,TRANSFER
111.64,13,0.19,PAYMENT
73.96,20,0.03,TRANSFER
24.03,8,0.339,PAYMENT
28.07,13,0.242,WITHDRAWAL
322.73,15,0.129,PAYMENT
312.85,9,0.227,PURCHASE
10.9,16,0.658,TRANSFER
17.07,16,0.302,PURCHASE
62.86,14,0.452,TRANSFER
79.75,16,0.384,PAYMENT
15.52,16,0.449,PURCHASE
24.34,16,0.175,WITHDRAWAL
24.32,17,0.148,WITHDRAWAL
308.15,14,0.515,TRANSFER
62.6,16,0.409,PAYMENT
70.21,14,0.194,TRANSFER
14.29,12,0.465,TRANSFER
47.52,16,0.332,PAYMENT
322.04,14,0.613,PURCHASE
15.41,13,0.215,WITHDRAWAL
54.32,11,0.334,TRANSFER
55.26,13,0.339,PURCHASE
344.57,12,0.121,PAYMENT
1385.66,12,0.252,PURCHASE
34.81,12,0.365,WITHDRAWAL
92.66,9,0.119,TRANSFER
818.32,12,0.077,PAYMENT
574.52,10,0.165,WITHDRAWAL
265.68,21,0.628,PURCHASE
42.1,8,0.156,WITHDRAWAL
342.4,11,0.082,PAYMENT
552.06,15,0.176,PURCHASE
73.16,11,0.263,TRANSFER
23.06,12,0.119,PURCHASE
75.66,20,0.179,TRANSFER
104.13,21,0.149,PURCHASE
112.8,15,0.198,WITHDRAWAL
1092.76,15,0.07,TRANSFER
66.43,17,0.333,WITHDRAWAL
37.87,12,0.198,WITHDRAWAL
46.76,8,0.399,TRANSFER
7.34,17,0.169,TRANSFER
187.97,9,0.47,PAYMENT
13.26,9,0.263,PURCHASE
203.71,8,0.3,TRANSFER
47.88,9,0.512,TRANSFER
110.71,14,0.239,WITHDRAWAL
35.88,7,0.146,PAYMENT
29.58,7,0.306,WITHDRAWAL
3.19,10,0.417,TRANSFER
12.19,15,0.491,WITHDRAWAL
173.19,7,0.272,TRANSFER
14.85,12,0.307,PURCHASE
9.01,8,0.465,WITHDRAWAL
80.42,14,0.639,WITHDRAWAL
8.82,22,0.441,PAYMENT
86.18,17,0.309,WITHDRAWAL
20.39,16,0.625,WITHDRAWAL
16.79,19,0.398,PURCHASE
1762.12,12,0.579,PAYMENT
146.95,18,0.375,TRANSFER
12.01,17,0.274,TRANSFER
3.52,10,0.21,PURCHASE
439.34,7,0.296,PAYMENT
6.22,9,0.552,WITHDRAWAL
188.08,7,0.273,TRANSFER
44.51,12,0.244,WITHDRAWAL
58.39,17,0.372,PAYMENT
456.03,12,0.064,PAYMENT
53.4,13,0.206,PAYMENT
10.14,8,0.094,PAYMENT
356.55,15,0.058,TRANSFER
18.68,10,0.317,WITHDRAWAL
453.97,21,0.173,PURCHASE
680.71,22,0.123,PURCHASE
30.74,10,0.369,PURCHASE
3.54,13,0.148,TRANSFER
313.08,17,0.244,PURCHASE
26.29,12,0.143,PAYMENT
105.5,18,0.142,PURCHASE
13.43,21,0.322,WITHDRAWAL
26.96,7,0.126,PAYMENT
3.92,10,0.44,PURCHASE
50.46,16,0.375,TRANSFER
85.25,16,0.398,PAYMENT
556.15,7,0.16,TRANSFER
332.0,15,0.166,PAYMENT
129.66,8,0.3,WITHDRAWAL
2.76,15,0.343,PURCHASE
199.17,16,0.294,TRANSFER
3.3,8,0.07,PURCHASE
7897.98,16,0.597,TRANSFER
23.33,12,0.172,WITHDRAWAL
34.85,21,0.078,TRANSFER
57.71,14,0.217,PURCHASE
35.64,12,0.53,WITHDRAWAL
2.16,14,0.318,WITHDRAWAL
24.38,16,0.346,WITHDRAWAL
11.24,14,0.504,PURCHASE
126.21,11,0.305,WITHDRAWAL
89.48,19,0.162,PAYMENT
375.13,21,0.311,PAYMENT
17.01,18,0.185,TRANSFER
51.32,14,0.259,WITHDRAWAL
372.33,20,0.243,TRANSFER
1071.83,16,0.516,PURCHASE
731.83,21,0.468,WITHDRAWAL
690.04,9,0.597,PAYMENT
698.42,8,0.405,PURCHASE
9.99,15,0.141,PAYMENT
50.22,12,0.715,PURCHASE
99.56,19,0.318,PAYMENT
17.84,10,0.305,WITHDRAWAL
170.62,11,0.635,TRANSFER
2200.0,13,0.615,TRANSFER
60.67,15,0.33,TRANSFER
26.43,15,0.206,PURCHASE
35.52,10,0.424,PAYMENT
105.83,12,0.629,WITHDRAWAL
238.42,17,0.449,WITHDRAWAL
22.75,10,0.132,PAYMENT
358.26,7,0.14,PAYMENT
69.29,16,0.261,PURCHASE
84.45,13,0.043,WITHDRAWAL
841.47,11,0.178,PURCHASE
23.96,15,0.042,TRANSFER
9.09,18,0.161,PURCHASE
68.86,22,0.362,PAYMENT
117.57,8,0.29,WITHDRAWAL
47.63,17,0.373,PURCHASE
299.31,16,0.189,PAYMENT
232.67,9,0.26,PAYMENT
4.13,14,0.295,PURCHASE
268.68,7,0.37,WITHDRAWAL
91.84,16,0.44,WITHDRAWAL
31.65,17,0.594,PURCHASE
40.43,13,0.341,PURCHASE
20.25,13,0.152,TRANSFER
63.4,12,0.076,PAYMENT
419.44,14,0.588,PAYMENT
37.76,13,0.103,PAYMENT
2630.61,10,0.265,WITHDRAWAL
146.07,7,0.286,PAYMENT
53.82,13,0.132,PURCHASE
129.35,9,0.391,TRANSFER
425.38,19,0.21,WITHDRAWAL
12.04,11,0.177,PAYMENT
10.58,11,0.076,PAYMENT
43.46,13,0.232,PURCHASE
16.82,7,0.254,TRANSFER
64.17,9,0.141,PAYMENT
20.26,12,0.005,TRANSFER
307.93,7,0.389,TRANSFER
165.05,14,0.366,TRANSFER
92.6,12,0.359,TRANSFER
83.72,17,0.314,WITHDRAWAL
778.8,7,0.036,TRANSFER
1177.14,18,0.136,TRANSFER
240.05,9,0.256,WITHDRAWAL
83.24,14,0.447,PAYMENT
37.96,7,0.51,TRANSFER
31.31,22,0.104,PAYMENT
66.17,7,0.244,WITHDRAWAL
202.98,15,0.022,WITHDRAWAL
85.23,19,0.139,PAYMENT
34.08,20,0.435,WITHDRAWAL
108.41,15,0.35,PAYMENT
5.28,20,0.214,PAYMENT
3.55,8,0.168,PAYMENT
49.85,8,0.204,PURCHASE
46.07,14,0.28,PAYMENT
28.55,14,0.343,PAYMENT
46.21,21,0.381,TRANSFER
763.21,10,0.153,PURCHASE
85.62,12,0.309,PAYMENT
260.25,11,0.248,PAYMENT
30.82,16,0.42,PURCHASE
23.15,12,0.133,PURCHASE
6.2,12,0.317,WITHDRAWAL
617.96,17,0.2,PURCHASE
60.95,16,0.261,PURCHASE
95.36,12,0.342,PURCHASE
31.07,15,0.164,WITHDRAWAL
10.14,7,0.159,TRANSFER
56.57,12,0.343,PAYMENT
79.38,15,0.131,PAYMENT
36.84,13,0.244,TRANSFER
1.71,12,0.234,PURCHASE
67.27,9,0.148,TRANSFER
6.84,7,0.534,PAYMENT
180.79,14,0.273,PAYMENT
6.63,11,0.564,PURCHASE
87.43,17,0.413,PURCHASE
948.89,13,0.273,PURCHASE
313.57,13,0.207,TRANSFER
442.84,7,0.672,TRANSFER
30.34,9,0.447,PAYMENT
208.54,22,0.144,PURCHASE
202.96,7,0.174,TRANSFER
59.02,18,0.302,PURCHASE
36.85,7,0.512,WITHDRAWAL
37.13,7,0.179,PAYMENT
6.98,12,0.353,PAYMENT
140.33,12,0.299,PAYMENT
84.27,16,0.087,TRANSFER
30.8,11,0.086,PURCHASE
21.97,21,0.157,PURCHASE
125.27,12,0.299,WITHDRAWAL
86.12,10,0.557,WITHDRAWAL
37.22,12,0.132,PURCHASE
118.16,8,0.316,PAYMENT
6433.68,7,0.587,TRANSFER
17.43,15,0.338,TRANSFER
2.84,14,0.247,WITHDRAWAL
70.58,15,0.343,PAYMENT
36.73,9,0.419,PURCHASE
104.0,7,0.171,TRANSFER
10.51,17,0.094,PURCHASE
124.14,19,0.534,TRANSFER
7.16,17,0.319,TRANSFER
20.53,11,0.105,WITHDRAWAL
36.28,10,0.41,PURCHASE
25.06,11,0.391,PAYMENT
6.18,17,0.486,PAYMENT
36.42,18,0.201,PAYMENT
121.11,10,0.414,WITHDRAWAL
121.77,17,0.274,PAYMENT
5.67,15,0.036,TRANSFER
243.81,11,0.603,PURCHASE
47.78,22,0.339,WITHDRAWAL
86.29,11,0.237,WITHDRAWAL
495.75,15,0.325,WITHDRAWAL
1004.03,11,0.159,WITHDRAWAL
114.27,16,0.215,PURCHASE
139.46,22,0.25,WITHDRAWAL
3.79,15,0.366,WITHDRAWAL
148.42,22,0.068,PURCHASE
418.67,9,0.504,WITHDRAWAL
169.68,17,0.151,PURCHASE
34.29,20,0.296,WITHDRAWAL
164.2,10,0.375,PURCHASE
264.83,11,0.088,PAYMENT
79.02,10,0.334,TRANSFER
339.27,16,0.042,WITHDRAWAL
223.68,14,0.317,PURCHASE
1732.62,18,0.224,WITHDRAWAL
13.5,17,0.554,WITHDRAWAL
7.53,20,0.063,TRANSFER
383.26,14,0.072,PAYMENT
676.34,14,0.437,PURCHASE
7.52,10,0.434,TRANSFER
33.32,13,0.293,PAYMENT
35.37,22,0.199,PURCHASE
13.79,10,0.139,TRANSFER
14.19,17,0.26,PAYMENT
5.56,19,0.201,PAYMENT
164.07,16,0.466,TRANSFER
50.58,15,0.553,PAYMENT
360.42,11,0.188,WITHDRAWAL
40.43,12,0.359,PAYMENT
251.96,11,0.297,PAYMENT
4.67,14,0.263,WITHDRAWAL
89.92,18,0.328,PURCHASE
86.31,8,0.49,WITHDRAWAL
31.84,11,0.288,PURCHASE
24.68,9,0.118,PAYMENT
51.44,17,0.363,WITHDRAWAL
1.72,20,0.124,TRANSFER
3.81,14,0.485,WITHDRAWAL
73.85,20,0.324,TRANSFER
1357.18,19,0.288,PURCHASE
513.08,15,0.216,WITHDRAWAL
162.12,15,0.213,PAYMENT
70.72,18,0.684,WITHDRAWAL
337.93,10,0.398,PAYMENT
158.63,13,0.513,TRANSFER
134.49,12,0.399,PURCHASE
125.35,10,0.219,WITHDRAWAL
30.94,22,0.286,TRANSFER
36.1,20,0.057,PAYMENT
145.45,17,0.611,WITHDRAWAL
12.5,12,0.197,TRANSFER
110.28,15,0.453,PAYMENT
30.11,13,0.057,WITHDRAWAL
48.16,22,0.357,PURCHASE
67.51,13,0.368,PURCHASE
323.61,10,0.243,PAYMENT
80.48,9,0.09,WITHDRAWAL
137.64,14,0.167,PURCHASE
175.72,12,0.409,TRANSFER
34.76,11,0.325,PURCHASE
15.69,17,0.064,PURCHASE
216.0,20,0.094,PAYMENT
69.52,8,0.159,PAYMENT
60.27,8,0.367,PAYMENT
56.04,16,0.072,PURCHASE
735.53,12,0.813,WITHDRAWAL
23.29,14,0.169,TRANSFER
105.89,17,0.286,TRANSFER
42.82,20,0.762,TRANSFER
10.31,14,0.367,PURCHASE
275.55,12,0.155,PURCHASE
129.08,11,0.364,WITHDRAWAL
87.72,8,0.206,TRANSFER
120.93,9,0.121,PAYMENT
193.72,13,0.264,PAYMENT
672.2,11,0.323,WITHDRAWAL
15.83,13,0.336,WITHDRAWAL
29.15,17,0.202,TRANSFER
3.13,10,0.32,PAYMENT
17.89,16,0.114,PURCHASE
176.71,8,0.473,TRANSFER
32.66,15,0.145,TRANSFER
210.47,9,0.221,PURCHASE
100.07,17,0.525,PURCHASE
190.45,10,0.134,WITHDRAWAL
48.98,12,0.35,WITHDRAWAL
298.43,14,0.096,TRANSFER
518.46,9,0.033,PAYMENT
83.74,13,0.078,TRANSFER
6.6,16,0.179,TRANSFER
55.18,15,0.476,TRANSFER
8.52,20,0.505,TRANSFER
223.15,8,0.324,PURCHASE
4.47,14,0.21,TRANSFER
38.43,9,0.263,WITHDRAWAL
391.61,9,0.08,PAYMENT
14.69,14,0.534,PAYMENT
175.28,16,0.489,TRANSFER
152.66,22,0.538,PURCHASE
2444.73,12,0.281,TRANSFER
232.52,8,0.208,TRANSFER
41.01,18,0.233,WITHDRAWAL
416.57,13,0.108,PAYMENT
39.96,11,0.378,TRANSFER
6.52,16,0.245,PAYMENT
46.73,7,0.33,PAYMENT
234.89,13,0.277,TRANSFER
96.04,20,0.393,PAYMENT
49.26,10,0.162,WITHDRAWAL
226.22,10,0.179,WITHDRAWAL
3.74,20,0.462,PURCHASE
16.75,9,0.214,PAYMENT
21.96,7,0.073,WITHDRAWAL
156.26,13,0.33,WITHDRAWAL
150.83,12,0.342,PURCHASE
72.79,19,0.066,TRANSFER
725.8,10,0.066,PAYMENT
15.59,14,0.365,PAYMENT
68.7,13,0.277,WITHDRAWAL
160.11,8,0.108,TRANSFER
165.03,21,0.477,WITHDRAWAL
220.38,12,0.135,PAYMENT
12.31,17,0.232,WITHDRAWAL
196.36,20,0.139,PAYMENT
6.93,19,0.204,PAYMENT
10.81,7,0.061,PURCHASE
10.52,7,0.057,TRANSFER
77.99,15,0.152,TRANSFER
346.64,16,0.563,WITHDRAWAL
20.2,16,0.18,PURCHASE
214.94,13,0.368,PURCHASE
45.21,19,0.696,PAYMENT
39.17,13,0.346,PAYMENT
3755.5,15,0.146,PURCHASE
49.43,20,0.151,WITHDRAWAL
24.46,17,0.143,PAYMENT
44.2,13,0.147,PAYMENT
8.15,8,0.298,WITHDRAWAL
26.74,17,0.338,PAYMENT
63.74,11,0.291,WITHDRAWAL
23.44,7,0.102,PAYMENT
150.99,11,0.097,PURCHASE
125.72,16,0.321,WITHDRAWAL
9.81,18,0.355,TRANSFER
34.14,19,0.24,PURCHASE
16.52,21,0.225,WITHDRAWAL
105.0,9,0.206,PAYMENT
25.71,9,0.392,WITHDRAWAL
24.2,11,0.082,PAYMENT
312.97,12,0.047,PURCHASE
17.01,10,0.308,WITHDRAWAL
20.5,12,0.112,WITHDRAWAL
61.29,15,0.338,PURCHASE
32.25,8,0.496,WITHDRAWAL
17.72,19,0.42,PAYMENT
18.71,12,0.065,WITHDRAWAL
126.41,13,0.149,PAYMENT
74.4,10,0.138,TRANSFER
190.49,19,0.191,TRANSFER
27.9,14,0.273,WITHDRAWAL
901.33,12,0.23,TRANSFER
5.45,14,0.174,PAYMENT
47.6,16,0.261,PURCHASE
74.97,17,0.062,PAYMENT
13.93,14,0.471,TRANSFER
134.65,16,0.391,PAYMENT
44.18,14,0.452,PAYMENT
68.07,7,0.364,PURCHASE
809.4,20,0.373,PURCHASE
171.43,14,0.162,TRANSFER
23.41,10,0.019,TRANSFER
58.78,10,0.053,PAYMENT
107.7,13,0.483,WITHDRAWAL
1.41,13,0.21,TRANSFER
245.38,12,0.195,PURCHASE
20.43,13,0.297,WITHDRAWAL
1347.19,20,0.365,TRANSFER
12.0,9,0.463,PURCHASE
324.48,11,0.195,PAYMENT
1514.85,16,0.168,PURCHASE
64.94,13,0.186,PAYMENT
2082.45,22,0.505,TRANSFER
29.94,14,0.522,PAYMENT
127.56,14,0.331,TRANSFER
839.66,7,0.193,PURCHASE
339.93,11,0.46,WITHDRAWAL
4.28,8,0.28,TRANSFER
111.0,18,0.18,TRANSFER
623.65,12,0.244,PAYMENT
668.25,11,0.244,PURCHASE
87.53,14,0.367,TRANSFER
44.69,17,0.175,WITHDRAWAL
41.18,17,0.163,TRANSFER
408.77,17,0.098,PAYMENT
141.46,15,0.071,WITHDRAWAL
53.41,11,0.039,PAYMENT
2.52,22,0.39,PAYMENT
82.81,19,0.422,PAYMENT
15.39,19,0.302,PAYMENT
178.46,11,0.06,PAYMENT
38.95,12,0.225,PAYMENT
134.43,14,0.09,TRANSFER
54.66,19,0.591,PURCHASE
9.64,14,0.127,PURCHASE
118.19,11,0.309,TRANSFER
17.67,14,0.248,PAYMENT
91.31,18,0.117,TRANSFER
75.32,10,0.436,PAYMENT
74.42,8,0.167,TRANSFER
775.1,12,0.353,WITHDRAWAL
50.04,7,0.188,PURCHASE
10.44,16,0.12,WITHDRAWAL
2528.76,19,0.44,PURCHASE
29.98,15,0.187,WITHDRAWAL
7.33,17,0.395,PAYMENT
5.47,22,0.388,WITHDRAWAL
20.93,13,0.396,PAYMENT
455.95,9,0.4,WITHDRAWAL
120.73,13,0.503,TRANSFER
